timestamp,District_heat_temperature,Domestic_water_network_1_temperature,Radiator_network_1_temperature,Radiator_network_1_primary_valve,Ventilation_network_1_temperature,Ventilation_network_1_primary_valve,Ventilation_network_1_secondary_valve,Energy_consumption,Outside_temperature_average,Inside_temperature,CO2_concentration,avg_pressure_difference,Outside_humidity,Solar_irradiance
2021-09-02 02:00:00+00:00,72.46592888,58.09999301,38.05514641,2.099999905,29.09015553,6.786800088,0,17,8.4,,,,82,-2.6
2021-09-02 03:00:00+00:00,72.75806196,58.04263963,38.01666772,2.099999905,29.11422309,8.563978678,0,16,8.5,,,,84,-1.5
2021-09-02 04:00:00+00:00,73.81711621,57.89511858,37.86813976,2.099999905,28.84388351,7.992131989,0,17,7.9,,,,88,42
2021-09-02 05:00:00+00:00,74.65905605,57.58112488,37.4444345,2.099999905,28.54517123,7.885761896,0,24,7.5,,,,86,168.3
2021-09-02 06:00:00+00:00,74.26915385,57.95024951,35.47703834,2.099999905,27.67179223,7.057496938,0,25,6.8,,,,79,275.6
2021-09-02 07:00:00+00:00,73.45029981,57.76078909,33.62707158,2.099999905,27.03309525,5.261913336,0,26,7.3,,,,74,383.3
2021-09-02 08:00:00+00:00,72.46989486,57.79168678,31.84811414,2.099999905,25.93537588,4.492051255,0,19,9,,,,71,557
2021-09-02 09:00:00+00:00,72.17061869,57.51173338,30.31112967,2.099999905,25.35616938,4.055407583,0,16,10,,,,63,684.4
2021-09-02 10:00:00+00:00,71.20324828,57.96446527,29.22531277,2.099999905,24.63418784,4.219675028,0,18,10.8,,,,57,200.8
2021-09-02 11:00:00+00:00,71.19457908,57.86886813,29.3565767,2.099999905,24.47801224,5.338635266,0,20,11.8,,,,54,330.4
2021-09-02 12:00:00+00:00,70.71251433,58.1244517,29.78302452,2.099999905,24.91036266,4.925412502,0,10,12.1,,,,55,245.5
2021-09-02 13:00:00+00:00,70.56884577,57.98406318,30.52610375,2.099999905,25.39979313,5.510747567,0,19,13.2,,,,61,101.3
2021-09-02 14:00:00+00:00,70.90145295,57.92061776,32.18734014,2.099999905,26.13774654,6.719469831,0,11,12.5,,,,69,143.1
2021-09-02 15:00:00+00:00,71.24131575,58.06198695,33.28333413,2.099999905,26.39470368,7.003048394,0,12,11.9,,,,87,98.4
2021-09-02 16:00:00+00:00,72.39165568,57.99165747,33.59166429,2.099999905,26.65248304,5.330779676,0,16,11.1,,,,93,14.6
