timestamp,District_heat_temperature,Domestic_water_network_1_temperature,Radiator_network_1_temperature,Radiator_network_1_primary_valve,Radiator_network_1_secondary_valve,Ventilation_network_1_temperature,Ventilation_network_1_primary_valve,Ventilation_network_1_secondary_valve,Ventilation_network_1_temperature,Ventilation_network_1_primary_valve,Ventilation_network_1_secondary_valve,control_on,control_off,Energy_consumption,Inside_temperature,CO2_concentration,Outside_temperature_average,Outside_humidity,Solar_irradiance,Radiator_network_1_temperature_setpoint
2021-09-06 23:00:00+00:00,80.67501025,58.03273754,30.00543481,14.84131114,0,26.69846652,9.469150421,0,23.10000038,3.200000048,0,0,29.94758504,9,,,5.5,97,-2.1,29.94758504
2021-09-07 00:00:00+00:00,81.07631757,58.00963967,29.60779205,3.60185795,0,26.78907378,9.435201172,0,23.10000038,3.200000048,0,0,29.64811644,10,,,4.8,98,-2.2,29.64811644
2021-09-07 01:00:00+00:00,80.84269961,58.00390182,29.35677252,13.99776761,0,26.2960836,8.077171429,0,23.10000038,3.200000048,0,0,29.50000083,11,,,7.7,98,-1.5,29.50000083
2021-09-07 02:00:00+00:00,81.52317674,58.07499819,29.59765365,16.33020567,0,26.44453075,22.68083043,0,23.10000038,3.200000048,0,0,29.57921883,10,,,8,96,-1,29.57921883
2021-09-07 03:00:00+00:00,82.01944504,58.00390998,29.88334608,8.451902928,0,26.76363257,23.82469435,0,23.10000038,3.200000048,0,0,29.60000038,10,,,8.7,93,-1.2,29.60000038
2021-09-07 04:00:00+00:00,82.40399178,58.01667981,29.61152199,3.445657652,0,26.61667949,20.93829633,0,23.10000038,3.200000048,0,0,29.55079729,9,,,8.8,91,8.8,29.55079729
2021-09-07 05:00:00+00:00,82.36265352,57.91843946,29.46415333,11.3635164,0,26.56322493,19.99393845,0,23.10000038,3.200000048,0,0,29.44332325,20,,,9.3,88,85,29.44332325
2021-09-07 06:00:00+00:00,82.09415716,57.46817772,28.66669403,11.05304377,0,25.91256687,5.315063478,0,23.10000038,3.200000048,0,0,28.65090894,25,,,10,85,264.7,28.65090894
2021-09-07 07:00:00+00:00,81.60846577,58.34837501,27.90425516,10.93333136,0,25.25601497,11.89274508,0,23.10000038,3.200000048,0,0,27.94671003,22,,,11.6,77,349,27.94671003
2021-09-07 08:00:00+00:00,81.25565869,57.40530511,27.17856891,10.58252025,0,24.78584997,11.70699895,0,23.10000038,3.200000048,0,0,27.23608902,24,,,12.6,73,290.1,27.23608902
2021-09-07 09:00:00+00:00,80.92624373,57.39851549,26.76512385,10.78537329,0,24.51506753,6.499967092,0,23.10000038,3.200000048,0,0,26.64776369,26,,,13.7,69,305.5,26.64776369
2021-09-07 10:00:00+00:00,80.30833379,57.6189698,26.10522411,10.49583876,0,23.93257609,7.206278437,0,23.10000038,3.200000048,0,0,26.16612011,16,,,14.3,69,237.3,26.16612011
2021-09-07 11:00:00+00:00,80.37809525,58.1610571,25.56879656,7.533750162,0,24.06589096,2.713542867,0,23.10000038,3.200000048,0,0,25.54457581,17,,,14.9,74,205,25.54457581
2021-09-07 12:00:00+00:00,80.03038661,57.92329034,25.05770962,7.563070503,0,23.36587008,0.016685991,0,23.10000038,3.200000048,0,0,24.98460652,15,,,15.7,74,234.3,24.98460652
2021-09-07 13:00:00+00:00,79.03106315,58.08115603,24.69608613,10.695888,0,23.262503,0.402571893,0,23.10000038,3.200000048,0,0,24.84812968,10,,,16.1,69,145.8,24.84812968
2021-09-07 14:00:00+00:00,79.11529971,58.03402697,24.75833279,8.661738713,0,23.45757328,5.123166177,0,23.10000038,3.200000048,0,0,24.79666609,14,,,16,72,180.3,24.79666609
2021-09-07 15:00:00+00:00,79.01734643,57.94093897,24.94366623,11.1780509,0,24.07765076,0.015980727,0,23.10000038,3.200000048,0,0,24.98929358,14,,,15.9,73,94.4,24.98929358
2021-09-07 16:00:00+00:00,79.07629222,57.96399833,25.44691501,12.41447072,0,24.43464558,0,0,23.10000038,3.200000048,0,0,25.5806029,5,,,15,77,13.5,25.5806029
2021-09-07 17:00:00+00:00,79.33967529,58.07988759,26.12264327,9.751682752,0,24.65196033,0,0,23.10000038,3.200000048,0,0,26.10696601,5,,,13.6,89,-0.9,26.10696601
